DVRL,DataOob,text,label,index
0.5379563,0.6951665282249451,"Top Five Stories On HuffPost Science This Week, Feb. 17-22 (VIDEO) From monsters living in our bodies to real-life ""zombie"" cells, this week's science news has a peculiar sci-fi/horror twist Cara Santa Maria",SCIENCE,446
0.548625,0.6957362294197083,Pope Francis Decries ISIS Beheading Of Egyptian Christians In Libya  ,RELIGION,620
0.537965,0.6881688237190247,"Pretty Much Every Living Thing Is Already Feeling The Effects Of Climate Change ""The fact is, it's not one or two species in one or two places,"" one researcher said. Nick Visser",SCIENCE,695
0.5486581,0.6786591410636902,"David Attenborough Says Climate Change Is A ‘Crime’ Humanity Has Inflicted On The Planet The documentarian reiterated his grief that society has destroyed large swaths of the natural world, but said humanity is “not beyond redemption.” Nick Visser",POLITICS,52
0.54876465,0.6807886958122253,"Will Heaven Be Boring?  Michael Gilmour, ContributorProfessor of English and biblical literature, Providence Unive...",RELIGION,486
0.53805983,0.6750029921531677,"Alien Life? Study Suggests Vast Number Of Planets Could Harbor It ""The habitable zone would be very, very small. Consequently, the chances that you would actually find any planet at the right ",SCIENCE,881
0.5486562,0.6971825361251831,"Chris Christie Doesn't Care About All This House Speaker Drama, Man The flailing presidential aspirant places his remaining hopes in some new schtick. Jason Linkins",POLITICS,775
0.54871845,0.6784261465072632,"Toward True Religious Freedom The reason I am against the Religious Freedom Restoration Act is not because I am a lefty liberal, but because I am a proud American Christian. This legislation, though guised in the cloak of religious liberty, is the first string to be pulled out of our basic civil rights. This state is beginning the slippery slope of legalized discrimination. Justin Thornburgh, ContributorHusband, daddy, and pastor at Emerson Ave. Baptist on the east...",RELIGION,114
0.53809017,0.6956242322921753,"The Future of the Car Is Electric By the 1920s, America had developed a better system of infrastructure. This meant that vehicles needed to go longer distances. The discovery of large petroleum reserves had reduced the price of gasoline. This made the gasoline car more attractive to consumers. Patrick Daniel, ContributorFellow, Harvard University",SCIENCE,247
0.5380535,0.6818072199821472,'Significant' New Rift Could Sever Massive Iceberg From Antarctica An island of ice the size of Delaware is perilously close to breaking away. Nick Visser,SCIENCE,880
0.54868823,0.6783379912376404,"#WeDoBelongHere: My Immigrant Husband And Parents Are Just As American As Me by Pri They used to say, growing up in the United States was a luxury, and life would be better off here than overseas. I Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m...",POLITICS,175
0.5487648,0.6804829239845276,"Happy 100th Birthday, National Parks! Sorry You're Falling Apart. The parks enter their second century with a $12 billion backlog of repairs. Kate Sheppard",POLITICS,921
0.5380638,0.6766501069068909,"What NASA Is For: Straight From the Panda's Mouth Despite all the agency has done, despite all it has to offer, so long as human spaceflight is at the core of NASA's existence, it will never evolve beyond a faint echo of its prior self. Charles Seife, Contributor
Author and Professor of Journalism at NYU",SCIENCE,616
0.54869497,0.6850758790969849,"What Happens After You See Pope Francis? New Yorkers Reflect On His Visit. Here's a microcosm of the ""Francis effect."" Carol Kuruvilla",RELIGION,536
0.5488576,0.6921886205673218,"U.S. Court Rejects Bid By Republican Voters To Throw Out Maryland Electoral Map The challengers say the move was a partisan gerrymander in violation of the U.S. Constitution because it intentionally diluted the Republican vote. Lawrence Hurley, Reuters",POLITICS,692
0.54881805,0.6768217086791992,11 Tweets That Sum Up The Absurdity of The Burkini Ban The full body swimsuit worn by  some Muslim women has been outlawed in three French cities. Antonia Blumberg,RELIGION,606
0.54871243,0.6757376790046692,"Daily Meditation: Sacred Service We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",RELIGION,543
0.5487308,0.6953038573265076,Ohio Girl's Abortion Doctor Once Targeted In Vicious Kidnapping Threat: Report Dr. Caitlin Bernard is also currently listed on the website of a militant anti-abortion group with ties to Supreme Court Justice Amy Coney Barrett. Mary Papenfuss,POLITICS,862
0.5379443,0.6939486265182495,"Space Lawyers Are A Thing, And We Talked To One About The Future Of Cosmic Mining Dr. Frans von der Dunk weighs in on the space bill that just passed Congress and what exactly being a ""space lawyer"" entails. Lila Shapiro",SCIENCE,637
0.548619,0.6748848557472229,"Criticism of EPA's Economic Analysis Sorely Misplaced The agency has been at the forefront of critical advances in the field. Improvements can be made, but the agency's record should not be unfairly and inaccurately disparaged. Michael A. Livermore and Richard L. Revesz , ContributorLawrence King Professor of Law and Dean Emeritus at NYU School...",POLITICS,123
0.5485887,0.6891740560531616,"GOP Senator Says He'll 'Probably' Get Around To Letting People Know If He's Voting For Donald Trump Time's running out, Sen. Toomey. Sam Levine",POLITICS,178
0.53788626,0.6992368698120117,Freaky 'Terminator'-Style Material May Lead To Safer Space Travel You simply can't leave a hole in this stuff. Jacqueline Howard,SCIENCE,50
0.53802776,0.6801251769065857,"Revolutionary War-Era Ship Unearthed At D.C.-Area Construction Site ""It makes you wonder what else is hidden and underneath our ground here."" Nina Golgowski",SCIENCE,461
0.5486491,0.6904487013816833,Why Some Synagogues Are Using Mission Trips To 'Heal The World'  ,RELIGION,641
0.5486972,0.6867570281028748,"Religion's Connection to the End Times The fatalistic belief in the end of humanity, most often because of our sins or lack of virtue, is as frightening as it is harmful. If we believe that no matter what we do, the majority of us will perish in some reign of heavenly or demonic fire, what is our motivation to plan for our collective future? Roy Speckhardt, ContributorExecutive Director, American Humanist Association",RELIGION,54
0.5487707,0.6797272562980652,Cardinal Burke: Catholic Church Under Pope Francis Is 'A Ship Without A Rudder'  ,RELIGION,55
0.5487587,0.6711695790290833,"They’re Progressive, Fighting For Social Justice, And Under Scrutiny From Fellow Democrats These charter school teachers are watching from the sidelines as their livelihood faces growing criticism. Rebecca Klein",POLITICS,324
0.5381254,0.6821873784065247,"First Map of Jupiter's Giant Moon Ganymede Unveiled (PHOTOS, VIDEO) Follow Mike Wall on Twitter @michaeldwall and Google+. Follow us @Spacedotcom, Facebook or Google+. Originally published Space.com, Space.com",SCIENCE,179
0.54860973,0.6977507472038269,"Pope Francis Depressed, weary, or frightened by stories of USIS and ISIS and other horrors, plus by debates over ""religious extremism"" and the role of Islam, we focus instead on the not-unimportant figure of Pope Francis, who makes news and inspires reflection. Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",RELIGION,479
0.5487055,0.6840465068817139,The Ideologies Of American Churches In One Graph  Antonia Blumberg,RELIGION,134
0.5380892,0.6878525614738464,What Is That? 10 Amazing Photos Show It Can Be Hard To Tell Close Up From Far Away It's... micro again! This is a scanning electron microscope image of the surface of a piece of polished aluminum. Interesting Macrina Cooper-White,SCIENCE,65
0.54873985,0.6842387318611145,"Catholic Church: It's Not Me, It's You There is a certain voicelessness that I associate with my experience in Catholicism--sure, I can talk about gay rights, premarital sex or saving the environment, but I am often met with a dismissive response or the assumption that I'm going through a progressive phase. Kathleen Ferraro, ContributorStudent, Northwestern University",RELIGION,870
0.5379654,0.6973076462745667,"Why Eating Slowly Really Does Make Food Taste Better It has to do with how you breathe during meals, a new study shows. Jacqueline Howard",SCIENCE,140
0.5487259,0.6926355361938477,Jeff Sessions Has 'No Reason To Doubt' Sexual Abuse Allegations Against Roy Moore The attorney general also stressed that he is steering clear of involvement in the race for his old Senate seat. Ryan J. Reilly,POLITICS,830
0.5378407,0.6955784559249878,Scientists Discover Spooky Influence On Baby Name Choices  Jacqueline Howard,SCIENCE,896
0.5487391,0.6763553023338318,"Progressive Christians To Pray In Solidarity With Muslims At Mosques On Inauguration Day First they came for the Socialists, and I did not speak out. Jim Burklo, ContributorAssociate Dean of Religious Life, University of Southern Calif...",RELIGION,346
0.54868144,0.6866751313209534,"New UK Super Prison A Model of Reform Over Punishment By Christopher Zoukis It's a slow shift, but the criminal justice system moving its focus more toward rehabilitation and Christopher Zoukis, ContributorAuthor and Prisoners' Rights Advocate",POLITICS,627
0.53809035,0.6740933060646057,Retired Research Chimps Are Really Enjoying Their New Home  Dominique Mosbergen,SCIENCE,869
0.5487343,0.681624710559845,"Hekate: A Goddess for Halloween Let's take a closer look (if we dare) at the inspiration for the cackling Halloween hag, the patroness of witches: Hekate. Laurie Lovekraft, ContributorPriestess, Performer, USC Religious Studies Lecturer",RELIGION,321
0.54871917,0.6828965544700623,"Gingrich Is Mistaken On Shariah Deportations Newt Gingrich, who holds a Ph.D. in European History and is thus a presumptively educated man, has delivered yet another Liaquat Ali Khan, ContributorFounder, Legal Scholar Academy, Kansas",RELIGION,934
0.5487228,0.6853249669075012,"How People Of Faith Can Make A Difference In The Health Care Debates These are basic choices that are not just political, but moral. Jim Wallis, ContributorChristian leader for social change; President and Founder @Soj...",RELIGION,46
0.5378132,0.6946659684181213,"Space Aliens Are Already Here Until astronomers detect signs of life on Earth-like plants around Sun-like stars, or until SETI searches record an old TV show broadcast by a civilization circling another star, we will have to be satisfied with these tiny, fluffy space aliens. Robert Sanders, ContributorScience writer, UC Berkeley",SCIENCE,730
0.54873294,0.6904643177986145,"Getting Unstuck (Second Shabbat of Passover, April 11, 2015) Passover is the holiday of getting unstuck. The Israelites lived in slavery for hundreds of years in Egypt, completed dominated by Pharoah and his regime. But the message of the biblical Exodus is that what is, now, does not have to be what is in the future. Rabbi David Jaffe, ContributorKirva Institute, Founder and Dean",RELIGION,483
0.5379828,0.6950445175170898,"Visionary Medicine: Neurosurgery Simulation and the Potential to Save Lives Successful outcomes depend on an almost fantastic synthesis of psychomotor control, excellent visual discrimination, years of training, and meticulous planning. How can surgeons reach this peak more efficiently, perhaps more quickly? Traci L. Slatton, Contributor
Author",SCIENCE,214
0.53789204,0.7053146362304688,"Squid, Octopus Color Change Ability Tied to 'Switchable' Cells & Water Flux This shows the diffusion of the neurotransmitter applied to squid skin at upper right, which induces a wave of iridescence Jacqueline Howard",SCIENCE,752
0.5487626,0.6960474848747253,"Netanyahu Is an Ass, But He's My Ass Although I never voted for him while living in Israel, I, along with a majority of voting Israelis, have always counted on Netanyahu to do what it takes to protect the security of Israeli citizens and by extension all Jews. Laura Goldman, ContributorCurrently freelances for ABC and the Daily Mail",POLITICS,376
0.53777707,0.6999222040176392,"If You Like To Blow S*** Up, Check Out These Chemistry GIFs Blammo! David Freeman",SCIENCE,897
0.5488241,0.685329794883728,"Pope Announces Sweeping Reforms To Annulments Under the new rules, annulments can be made faster and cheaper. ",RELIGION,375
0.5487002,0.6840019822120667,"Ted Cruz ‘Affair’ Rumors Peddled By Marco Rubio’s Allies The senator accused Donald Trump of planting a National Enquirer sex scandal story. If that’s true, Trump wasn’t the only ",POLITICS,103
0.54873997,0.6825894713401794,"Sobibor Mystery Pendant Sparks Family Reunion 76 years ago this week, Karolina Cohn was torn from her Frankfurt home and deported in a cattle car for a harrowing journey Greg Schneider, ContributorExecutive Vice President, Conference on Jewish Material Claims...",RELIGION,566
0.54871,0.6687065362930298,"These Are The Three Richard Spencer Fans Arrested For Attempted Homicide In Gainesville They are all active white supremacists; two of them are violent felons. Jessica Schulberg, Christopher Mathias, and Luke O'Brien",POLITICS,490
0.5487498,0.6818196177482605,"Religion Scholar Says Spiritual Revolution Begins In Nature Diana Butler Bass' new book explores finding God in the physical world. Jennifer Preyss, Religion News Service",RELIGION,425
0.5487751,0.6992369294166565,"Sikh Holiday, Christian Campus It's the time of renewal in the northern hemisphere. So how does a Sikh Religion professor who teaches at a Lutheran university celebrate Vaisakhi? Well, here's how the day of April 14, 2015 shook out. Rahuldeep Singh Gill, Ph.D., ContributorEducator, Author, Speaker",RELIGION,221
0.5487621,0.6872731447219849,"RNC Chair: Trump Was Just Making Small Talk When He Asked FBI Head How He Voted ""This is a president who is just getting to know people, and that’s part of those conversations,” said Ronna Romney McDaniel. Marina Fang",POLITICS,561
0.5487574,0.6811284422874451,"Two Sex Educators On Confronting Taboo Topics In The Classroom Hundreds of miles apart, educators Emily Feher and Melanie Lucash aren't shying away from sticky subjects. Antonia Blumberg",RELIGION,675
0.54861236,0.6750720739364624,Donald Trump Attempts To Appeal To Bernie Sanders Supporters In Convention Speech Good luck. Elise Foley,POLITICS,766
0.5379917,0.6835324168205261,"British Astronaut Is Sorry For Dialing Wrong Number From Space Smooth move, astronaut. ",SCIENCE,985
0.5381556,0.680291473865509,"Early Human Explorers? Neanderthals, Homo Erectus May Have Been Mediterranean Mariners The exceedingly old age of these artifacts suggests the seafarers who made them might not even been modern humans, who originated ",SCIENCE,492
0.53790647,0.6891030669212341,"Fertility Clinics Let You Select Your Baby's Sex About one out of five couples who come to HRC Fertility, a network of fertility clinics in Southern California, doesn’t need ",SCIENCE,789
0.5486862,0.6779085397720337,"Murders By U.S. White Supremacists More Than Doubled In 2017, New Report Shows And right-wing extremists killed more than twice as many people as Islamic extremists. Christopher Mathias",POLITICS,893
0.5379886,0.6989743113517761,Why The Discovery Of The Milky Way's 'Dark Twin' Is Such A Big Deal Dragonfly 44 could help solve one of nature's biggest mysteries. David Freeman,SCIENCE,564
0.548748,0.6920878291130066,"Pope To Offer Solidarity With Cubans On Trip To U.S. Pope Francis began a 10-day trip to Cuba and the United States on Saturday, embarking on his first trip to the onetime Cold Nicole Winfield and Michael Weissenstein, AP",RELIGION,640
0.54864395,0.6905699968338013,Obama To Give Statement From The Oval Office He's speaking after meeting with his national security team. Paige Lavender,POLITICS,689
0.54871833,0.6739577651023865,"Why Robert Jeffress Is Wrong About Romans 13 (And North Korea) His use of this passage to support military action is a dangerous misinterpretation of what the Bible actually says. Peter Henne, ContributorAssistant Professor at the University of Vermont",RELIGION,570
0.5380251,0.6983740925788879,Giant Salamander VIDEO Shows World's Largest Amphibian Vacuuming Up A Meal So those first tetrapods—which paved the way from sea to land—may have opened wide to slurp up their prey as well. See more Travis Korte,SCIENCE,576
0.54871565,0.6816864013671875,Police Chief To Black Churches: 'We Can't Do This Without You Guys'  ,RELIGION,579
0.54867834,0.6837726831436157,California Moves To Crack Down On Super PAC Coordination A state regulator steps up while federal action remains out of reach. Paul Blumenthal,POLITICS,701
0.54875994,0.6867781281471252,"Muslims Of America: Chapter One Actions are according to intentions, and everyone will get what was intended. Whoever migrates with an intention for Allah Omar Alnatour, ContributorPalestinian-American Muslim. Medical Student. Humanitarian.",RELIGION,623
0.53794235,0.6917008757591248,"Smartphone Lovers More Likely To Forget Things, Walk Into People Stop reading this and go outside! Carolyn Gregoire",SCIENCE,412
0.5486773,0.6975297331809998,"White House Talks Tough On Iran, But Suggests Nuke Deal Is OK After All Trump’s staff warns Iran that its recent missile test is a problem -- but notes that the country is still in compliance with its high-profile nuclear agreement. S.V. Date",POLITICS,1
0.53792137,0.6948502659797668,"Why Do We Blink So Much? Blinking Provides Mental Rest, New Research Suggests The researchers found that at points where natural breaks occurred in the video, two things happened: the stop elicited a Melissa Cronin",SCIENCE,460
0.538036,0.6903938055038452,"Is The Universe A Simulation? IN Mikhail Bulgakov’s novel “The Master and Margarita,” the protagonist, a writer, burns a manuscript in a moment of despair ",SCIENCE,72
0.5379945,0.6842991709709167,"Autumnal Equinox 2013: Why First Day Of Fall Arrives On September 22 The seasons will change this Sunday (Sept. 22), with the Northern Hemisphere moving into autumn and the South emerging from Space.com, Space.com",SCIENCE,652
0.53813225,0.6851364970207214,Here's How Long It Would Take To Fall Through The Center Of Earth  Jacqueline Howard,SCIENCE,676
0.5487355,0.6851399540901184,Pat Robertson Tries To Explain 'Fifty Shades Of Grey'  Ed Mazza,RELIGION,219
0.548621,0.6828358769416809,"British Man Pleads Guilty After Grabbing Officer's Gun At Trump Rally Sandford's intent with the gun grab was not revealed in the plea deal. Curtis Skinner, Reuters",POLITICS,956
0.537963,0.6932868957519531,'Screaming Mummy' Mystery May Have Finally Been Solved Who was he and why was he screaming? Ed Mazza,SCIENCE,329
0.5377902,0.6900376081466675,"Bubble 'Life Cycle' Described With Help Of Climate Modeling Technique by Lizzie Wade on 9 May 2013, 2:00 PM Another day, another groundbreaking physics experiment about bubbles. Although scientists Melissa Cronin",SCIENCE,724
0.5486604,0.6807381510734558,"Asia In Flames? Cross-posted with TomDispatch.com At the U.N. recently, Donald Trump followed up on his bloodcurdling threat to unleash on Tom Engelhardt, ContributorEditor, TomDispatch.com",POLITICS,855
0.53811264,0.6805152893066406,"Fighting the New Stupidity Vaccines are a great triumph of the human intellect over ancient evils. That triumph must not be dimmed by ignorance, paranoia, and demagoguery. Keith M. Parsons, ContributorPhilosopher, historian, author; Professor of Philosophy at Uni...",SCIENCE,550
0.53796893,0.6772222518920898,"Bill Nye Is 'Open-Minded But Skeptical' About Elon Musk's Bold New Vision For Mars Pros: Mars is exotic, romantic. Cons: It's cold, barren and can't even breathe. David Freeman",SCIENCE,396
0.54859644,0.6695622801780701,Jane Goodall Wants You To Stand Up To Those Who Belittle Science The famed conservationist is supporting this month’s “March for Science” amid Donald Trump’s push to derail climate action. Chris D'Angelo,POLITICS,191
0.53792185,0.6983755826950073,"'Oomph' and Origin of Life at Hydrothermal Vents Following are excerpts from my interviews on the origin of life at hydrothermal springs with Michael Russell and Elbert Branscomb, peppered with comments from Nick Lane. Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",SCIENCE,218
0.54860073,0.6906699538230896,"It Doesn't Sound Like Senate Republicans Are Anywhere Close To A Deal On Obamacare Repeal ""Where do I start?"" one senator said when asked what the holdup was on health care negotiations. Laura Barrón-López and Jonathan Cohn",POLITICS,562
0.5487413,0.6797580122947693,American And Israeli Jews Are Strongly Connected But Sharply Divided The Pew Research Center takes a look at Jewish life in Israel and the United States. Carol Kuruvilla,RELIGION,995
0.53820443,0.6759079694747925,"A Living Mars: PHOTOS Show How Red Planet Might Look With Water ""This wasn’t intended as an exhaustive scientific scenario as I’m sure (and expect) some of my assumptions will prove incorrect Meredith Bennett-Smith",SCIENCE,630
0.54887795,0.6967000961303711,"Elizabeth Warren Lays Out Plan To Hold Health Insurers Accountable “Private insurance companies are failing the American people,” the senator said on Thursday. Daniel Marans",POLITICS,944
0.5487751,0.6756678223609924,"Former Republican Presidential Candidate Bob Dole Hospitalized He's been hospitalized since last week due to low blood pressure, his spokeswoman said. Gina Cherelus, Reuters",POLITICS,887
0.5380314,0.6972512602806091,"Wine Knowledge, Ability To Taste Bitter Flavor Linked In New Study Of Propylthiouracil, Or 'PROP' ""Supertasting,"" which sensitivity to PROP may indicate, is a condition that gives people far greater ability to taste than ",SCIENCE,697
0.54895324,0.6916056275367737,"Dakota Access Pipeline Protesters Hunker Down For Winter At Standing Rock Protesters have been ordered to evacuate by Monday, but many are resolved to stay and protect the sacred land. Ernest Scheyder and Terray Sylvester, Reuters",POLITICS,940
0.53797525,0.6928873658180237,"Researchers Find Second U.S. Patient Infected With 'Superbug' Gene The mcr-1 gene makes bacteria highly resistant to the last-resort antibiotic called colistin, which is used to treat multi-drug-resistant infections. ",SCIENCE,966
0.54883045,0.6648667454719543,"‘Fifty Shades Of Grey' Gets Black Marks From Bishops, Pastors  ",RELIGION,625
0.5487379,0.682867705821991,Muslim Celebs Explain Why A Religion Of 1.7 Billion Can't Be Reduced To Stereotypes What does it mean to be Muslim? There are more than a billion answers. Antonia Blumberg,RELIGION,82
0.5486975,0.6987019181251526,How Would You Have Done On The First SAT Ever?  Rebecca Klein,POLITICS,350
0.53799945,0.693808913230896,"Kalevi Kull: Censorship & Royal Society Evo Event  Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",SCIENCE,285
0.54872006,0.6738885045051575,LOOK: 1 Million Monks Can Fit In This Buddhist Temple  Antonia Blumberg,RELIGION,965
0.5486678,0.6827955842018127,"Domestic Violence Awareness Must Be Inclusive Of Immigrant Survivors This Domestic Violence Awareness and Action Month is a time to strengthen our resolve to make sure that our community response to domestic violence is truly relevant to all survivors. Grace Huang, ContributorPolicy Director, Asian Pacific Institute on Gender-Based Violence",POLITICS,792
0.54866564,0.679112434387207,"President Obama Says Flint's Glass Is Half Full Yes, the water crisis was bad -- but things are getting better. Arthur Delaney",POLITICS,99
0.54873526,0.6858075857162476,One Republican Would Subpoena Trump's Taxes If Russia Probe Goes There Sen. Susan Collins said the Intelligence Committee would seek the president's withheld tax returns if it is necessary to find any Russian connections. Michael McAuliff,POLITICS,645
0.5381945,0.6723111271858215,Hawking Warns We're Facing A Disaster In Next Thousand Or Ten Thousand Years But it doesn't have to be the end of humankind. Steven Hoffer,SCIENCE,787
0.5487595,0.686921238899231,"Trump Is Still Threatening To Pull Out Of NAFTA – Except Maybe He Can’t Congress approved a law implementing the trade deal, and it is unclear whether Trump can unilaterally undo that. S.V. Date",POLITICS,210
0.5486924,0.67240971326828,"Explaining the Middle East in Two Minutes! Your favorite politician or pundit says there's an easy solution? This should help clarify things... Rick Horowitz, ContributorMilwaukee Public TV Commentator, Writing Coach, Writing & ...",POLITICS,440
0.548601,0.6905844807624817,"Abercrombie Religious Discrimination Case Less Than Cool For Supreme Court, Sikh Americans If the Supreme Court imposes stringent notice requirements on job applicants and employees, it will set the clock back on religious rights in the workplace by decades. Employers will be able to duck their heads into the sand any time a visibly religious Sikh, Muslim or Jew walks in. Gurjot Kaur, ContributorCivil Rights Attorney, Writer, Activist",RELIGION,398
0.5486764,0.6970882415771484,Pope Makes Surprise Stop To Bless Statue Of Catholic-Jewish Unity Students and faculty at Saint Joseph's University came out in full force to witness the pontiff's historic visit. Carol Kuruvilla,RELIGION,480
0.5487861,0.6890856623649597,"Pension Benefit Cuts Planned at T.V.A., Breaking a Federal Firewall But what has elevated an increasingly common debate about pensions into a larger controversy about inequality is Mr. Johnson’s ",POLITICS,188
0.5380982,0.6916481852531433,Milky Way's Vast Galactic Plane Shimmers In Hypnotic New Video The Herschel Space Observatory offers an unprecedented look at our galactic home. David Freeman,SCIENCE,250
0.5379783,0.6731993556022644,"Neil deGrasse Tyson: Science Deniers In Power Are A Profound Threat To Democracy ""You don't have the option to say you don't believe E=mc2. It's true whether or not you believe it."" Mary Papenfuss",SCIENCE,228
0.5486511,0.6830615997314453,"Republicans Say Their Supreme Court Obstruction Is For The Good Of The Nominee GOP senator admits that it's not about a nominee's qualifications, it's about politics. Amanda Terkel and Sam Stein",POLITICS,97
0.5485766,0.6807661652565002,"Stop Trying To Repeal Obamacare, Former GOP Official Tells His Party You can't do it, Tommy Thompson said, and you shouldn't try. Jonathan Cohn",POLITICS,233
0.5487526,0.6859782338142395,"Shmitta: The Bible's Solution to America's Debt Problems? Where are we now? Income disparity soars, student loans threaten to be the next subprime mortgages, and millions of Americans struggle daily to make ends meet. Unmanageable, crippling debt is still harming millions of American families. Ari Hart, ContributorRabbi, Co-founder, Uri L'Tzedek: Orthodox Social Justice",RELIGION,903
0.5487041,0.6951929926872253,"These 15 Tiny Churches Have Plenty Of Personality Tiny church, huge spirit. Carol Kuruvilla",RELIGION,572
0.5486914,0.6943718194961548,How This Former Extremist Embraced The Real Meaning Of Jihad Muslim scholar Manwar Ali shares his life story in a Tedx talk. Carol Kuruvilla,RELIGION,202
0.54870594,0.6778936982154846,"How To Vote If You're In The Military Or Living Abroad Trust us, it's easy. Sara Bondioli",POLITICS,488
0.54860705,0.6796489953994751,Keith Ellison May Have A Radical Challenger For DNC Chair -- Who Backed Hillary Clinton NARAL's Ilyse Hogue is the first woman eyeing Democratic National Committee leadership in the Trump era. Mollie Reilly,POLITICS,200
0.5487791,0.6812337040901184,"What If Obama Really Went Off the Deep End Like Honduras' Mel Zelaya Just imagine this story. President Barack Obama decides he wants to have a national referendum on being able to have a national referendum during the next general elections. Marco Cáceres, ContributorEditor, Honduras Weekly",POLITICS,885
0.537875,0.693402886390686,"How One Man's Face Became Another Man's Face For the moment, the face belongs to no one. It floats in a bowl of icy, hemodynamic preserving solution, paused midway on ",SCIENCE,74
