DVRL,DataOob,text,label,index,beta_shapley,loo
0.54871553,0.692685067653656,"Martin Scorsese Brings 'Silence' To The Big Screen: A Story of Faith And Betrayal In 17th-century Japan The wait is over. The long anticipated film adaptation of Japanese author, Endō Shūsaku’s novel Silence by director, Martin M. Antoni J. Ucerler, S.J., ContributorDirector, Ricci Institute for Chinese-Western Cultural History...",RELIGION,192,0.0001437207615071,0.0001521179370729
0.5382072,0.6740401983261108,"Why Wild Turkeys Hate The Wild When the birds were reintroduced to New England after a long absence, they chose to live in cities instead of the forests they once called home. ",SCIENCE,18,3.266258023859537e-07,-3.5139120946325875e-08
0.54869705,0.6866245269775391,"The Gap Between Gun Deaths in the U.S. and Other Advanced Nations Is Getting Wider, Study Finds While the United States has failed to significantly reduce its annual rate of gun deaths, other high income countries have ",POLITICS,380,-5.3652390161477616e-05,-4.2221388596885845e-05
0.54868984,0.6870495676994324,"Praise the Lord or Praise the Person? The next time you leave your door unlocked and no one breaks in, the next time someone buys you a gift, or the next time someone does something nice for you, I'm not telling you not to thank God (if thanking God is what you do), I'm simply suggesting that people are also worthy of praise. Myisha Cherry, ContributorPhilosopher & Essayist",RELIGION,238,0.0002580694459969,0.0001717234473752
0.5487351,0.6894816756248474,RNC Names Official To Negotiate Debate Terms With GOP Candidates Representatives from the campaigns are meeting Sunday to discuss how to change the debate format. ,POLITICS,475,2.67968545593148e-05,2.7972634929041007e-05
0.53797936,0.6908578276634216,"The Origami Cosmic Web of Galaxies In the picture of how the Universe developed, an origami analogy is helpful in understanding the formation of the ""cosmic web"" arrangement of galaxies. Mark Neyrinck, Contributor
Cosmologist",SCIENCE,823,2.684694560620564e-05,3.856371339905351e-05
0.5488259,0.682863175868988,"August 9: A Day Of Repentence August 9th is a good time to remember that the United States has an addiction, and an affliction, of violence. Shane Claiborne, ContributorAuthor and Activist",RELIGION,784,0.0002109386430562,0.0001733618596961
0.54866284,0.6839665770530701,"Interfaith Clergy Join Forces To Overturn North Carolina's Anti-LGBT Legislation “We are morally outraged."" ",RELIGION,493,3.315560065492638e-06,2.6190241015910942e-06
0.53823376,0.6949837803840637,"Parents Of Daughters Lean Republican, Study Shows In the study, the researchers examined the results of a survey of 661 men and women from 1994 -- data collected by the University Macrina Cooper-White",SCIENCE,500,5.377451136827988e-07,1.847073173744107e-06
0.5381158,0.6832532286643982,"Ovulating Women Prefer Images of Penetration Over Images of Oral Sex Canadian researchers found that during ovulation the female genitalia is more responsive to images of penetration than to images of oral sex. The difference is significantly reduced during non-fertile phases of the menstrual cycle. Pere Estupinya, ContributorScience Journalist. Author of ""The brain snatcher"" and ""S=EX2;...",SCIENCE,421,-3.878268471272149e-05,-6.711899985223369e-05
0.5379563,0.6951665282249451,"Top Five Stories On HuffPost Science This Week, Feb. 17-22 (VIDEO) From monsters living in our bodies to real-life ""zombie"" cells, this week's science news has a peculiar sci-fi/horror twist Cara Santa Maria",SCIENCE,446,8.431118806826192e-05,7.83642322841338e-05
0.548625,0.6957362294197083,Pope Francis Decries ISIS Beheading Of Egyptian Christians In Libya  ,RELIGION,620,0.00030462525566,0.0002465353291636
0.537965,0.6881688237190247,"Pretty Much Every Living Thing Is Already Feeling The Effects Of Climate Change ""The fact is, it's not one or two species in one or two places,"" one researcher said. Nick Visser",SCIENCE,695,-6.339649740559477e-05,-6.998366095789521e-05
0.5486581,0.6786591410636902,"David Attenborough Says Climate Change Is A ‘Crime’ Humanity Has Inflicted On The Planet The documentarian reiterated his grief that society has destroyed large swaths of the natural world, but said humanity is “not beyond redemption.” Nick Visser",POLITICS,52,-1.7937574779470182e-05,-3.24373885571827e-05
0.54876465,0.6807886958122253,"Will Heaven Be Boring?  Michael Gilmour, ContributorProfessor of English and biblical literature, Providence Unive...",RELIGION,486,-4.889767526844323e-05,-4.9669371794403006e-05
0.53805983,0.6750029921531677,"Alien Life? Study Suggests Vast Number Of Planets Could Harbor It ""The habitable zone would be very, very small. Consequently, the chances that you would actually find any planet at the right ",SCIENCE,881,0.0001137923174867,0.0001662058325766
0.5486562,0.6971825361251831,"Chris Christie Doesn't Care About All This House Speaker Drama, Man The flailing presidential aspirant places his remaining hopes in some new schtick. Jason Linkins",POLITICS,775,5.971754789356496e-05,6.245781792202365e-05
0.54871845,0.6784261465072632,"Toward True Religious Freedom The reason I am against the Religious Freedom Restoration Act is not because I am a lefty liberal, but because I am a proud American Christian. This legislation, though guised in the cloak of religious liberty, is the first string to be pulled out of our basic civil rights. This state is beginning the slippery slope of legalized discrimination. Justin Thornburgh, ContributorHusband, daddy, and pastor at Emerson Ave. Baptist on the east...",RELIGION,114,0.0001679302504107,0.0001380103787873
0.53809017,0.6956242322921753,"The Future of the Car Is Electric By the 1920s, America had developed a better system of infrastructure. This meant that vehicles needed to go longer distances. The discovery of large petroleum reserves had reduced the price of gasoline. This made the gasoline car more attractive to consumers. Patrick Daniel, ContributorFellow, Harvard University",SCIENCE,247,-7.260714720283859e-06,-2.644497287818126e-08
0.5380535,0.6818072199821472,'Significant' New Rift Could Sever Massive Iceberg From Antarctica An island of ice the size of Delaware is perilously close to breaking away. Nick Visser,SCIENCE,880,-7.174667668449663e-05,-6.79562932086597e-05
0.54868823,0.6783379912376404,"#WeDoBelongHere: My Immigrant Husband And Parents Are Just As American As Me by Pri They used to say, growing up in the United States was a luxury, and life would be better off here than overseas. I Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m...",POLITICS,175,-4.489524444401774e-06,-7.391407162771202e-06
0.5487648,0.6804829239845276,"Happy 100th Birthday, National Parks! Sorry You're Falling Apart. The parks enter their second century with a $12 billion backlog of repairs. Kate Sheppard",POLITICS,921,5.655794972678101e-05,6.598119551348702e-05
0.5380638,0.6766501069068909,"What NASA Is For: Straight From the Panda's Mouth Despite all the agency has done, despite all it has to offer, so long as human spaceflight is at the core of NASA's existence, it will never evolve beyond a faint echo of its prior self. Charles Seife, Contributor
Author and Professor of Journalism at NYU",SCIENCE,616,0.0002212573393563,0.0002182365967924
0.54869497,0.6850758790969849,"What Happens After You See Pope Francis? New Yorkers Reflect On His Visit. Here's a microcosm of the ""Francis effect."" Carol Kuruvilla",RELIGION,536,0.0004017196131851,0.0003945327029919
0.5488576,0.6921886205673218,"U.S. Court Rejects Bid By Republican Voters To Throw Out Maryland Electoral Map The challengers say the move was a partisan gerrymander in violation of the U.S. Constitution because it intentionally diluted the Republican vote. Lawrence Hurley, Reuters",POLITICS,692,0.0002909271598273,0.0003006781249061
0.54881805,0.6768217086791992,11 Tweets That Sum Up The Absurdity of The Burkini Ban The full body swimsuit worn by  some Muslim women has been outlawed in three French cities. Antonia Blumberg,RELIGION,606,0.0001338151276202,0.0001474558142764
0.54871243,0.6757376790046692,"Daily Meditation: Sacred Service We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",RELIGION,543,0.00019287689888,0.000197259280174
0.5487308,0.6953038573265076,Ohio Girl's Abortion Doctor Once Targeted In Vicious Kidnapping Threat: Report Dr. Caitlin Bernard is also currently listed on the website of a militant anti-abortion group with ties to Supreme Court Justice Amy Coney Barrett. Mary Papenfuss,POLITICS,862,0.0001970441649593,0.00015287766186
0.5379443,0.6939486265182495,"Space Lawyers Are A Thing, And We Talked To One About The Future Of Cosmic Mining Dr. Frans von der Dunk weighs in on the space bill that just passed Congress and what exactly being a ""space lawyer"" entails. Lila Shapiro",SCIENCE,637,0.0003037349416182,0.0003847424319491
0.548619,0.6748848557472229,"Criticism of EPA's Economic Analysis Sorely Misplaced The agency has been at the forefront of critical advances in the field. Improvements can be made, but the agency's record should not be unfairly and inaccurately disparaged. Michael A. Livermore and Richard L. Revesz , ContributorLawrence King Professor of Law and Dean Emeritus at NYU School...",POLITICS,123,4.463328240970909e-05,5.8124537483328353e-05
0.5485887,0.6891740560531616,"GOP Senator Says He'll 'Probably' Get Around To Letting People Know If He's Voting For Donald Trump Time's running out, Sen. Toomey. Sam Levine",POLITICS,178,0.0002438648924098,0.0002832584326311
0.53788626,0.6992368698120117,Freaky 'Terminator'-Style Material May Lead To Safer Space Travel You simply can't leave a hole in this stuff. Jacqueline Howard,SCIENCE,50,0.0003219820280784,0.0004006786130077
0.53802776,0.6801251769065857,"Revolutionary War-Era Ship Unearthed At D.C.-Area Construction Site ""It makes you wonder what else is hidden and underneath our ground here."" Nina Golgowski",SCIENCE,461,-5.5166313527077896e-05,-3.438395443211561e-05
0.5486491,0.6904487013816833,Why Some Synagogues Are Using Mission Trips To 'Heal The World'  ,RELIGION,641,0.0001582185111512,0.0001240008351934
0.5486972,0.6867570281028748,"Religion's Connection to the End Times The fatalistic belief in the end of humanity, most often because of our sins or lack of virtue, is as frightening as it is harmful. If we believe that no matter what we do, the majority of us will perish in some reign of heavenly or demonic fire, what is our motivation to plan for our collective future? Roy Speckhardt, ContributorExecutive Director, American Humanist Association",RELIGION,54,5.90358621831554e-05,7.005429848305766e-05
0.5487707,0.6797272562980652,Cardinal Burke: Catholic Church Under Pope Francis Is 'A Ship Without A Rudder'  ,RELIGION,55,0.0003690110909909,0.0002650980098137
0.5487587,0.6711695790290833,"They’re Progressive, Fighting For Social Justice, And Under Scrutiny From Fellow Democrats These charter school teachers are watching from the sidelines as their livelihood faces growing criticism. Rebecca Klein",POLITICS,324,9.129736670577607e-06,7.4082951775356065e-06
0.5381254,0.6821873784065247,"First Map of Jupiter's Giant Moon Ganymede Unveiled (PHOTOS, VIDEO) Follow Mike Wall on Twitter @michaeldwall and Google+. Follow us @Spacedotcom, Facebook or Google+. Originally published Space.com, Space.com",SCIENCE,179,0.0004830061700021,0.0004076510442077
0.54860973,0.6977507472038269,"Pope Francis Depressed, weary, or frightened by stories of USIS and ISIS and other horrors, plus by debates over ""religious extremism"" and the role of Islam, we focus instead on the not-unimportant figure of Pope Francis, who makes news and inspires reflection. Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",RELIGION,479,0.0001991966656273,0.0002656102529874
0.5487055,0.6840465068817139,The Ideologies Of American Churches In One Graph  Antonia Blumberg,RELIGION,134,0.0001256696319384,0.0001924020792403
0.5380892,0.6878525614738464,What Is That? 10 Amazing Photos Show It Can Be Hard To Tell Close Up From Far Away It's... micro again! This is a scanning electron microscope image of the surface of a piece of polished aluminum. Interesting Macrina Cooper-White,SCIENCE,65,1.2682682900288936e-05,1.7520388171599066e-05
0.54873985,0.6842387318611145,"Catholic Church: It's Not Me, It's You There is a certain voicelessness that I associate with my experience in Catholicism--sure, I can talk about gay rights, premarital sex or saving the environment, but I am often met with a dismissive response or the assumption that I'm going through a progressive phase. Kathleen Ferraro, ContributorStudent, Northwestern University",RELIGION,870,8.502196970416889e-05,9.520483566549665e-05
0.5379654,0.6973076462745667,"Why Eating Slowly Really Does Make Food Taste Better It has to do with how you breathe during meals, a new study shows. Jacqueline Howard",SCIENCE,140,0.0002273048800113,0.0001790946453814
0.5487259,0.6926355361938477,Jeff Sessions Has 'No Reason To Doubt' Sexual Abuse Allegations Against Roy Moore The attorney general also stressed that he is steering clear of involvement in the race for his old Senate seat. Ryan J. Reilly,POLITICS,830,4.7699459668181474e-05,8.154359996970229e-05
0.5378407,0.6955784559249878,Scientists Discover Spooky Influence On Baby Name Choices  Jacqueline Howard,SCIENCE,896,0.0003276163932088,0.0003166945406232
0.5487391,0.6763553023338318,"Progressive Christians To Pray In Solidarity With Muslims At Mosques On Inauguration Day First they came for the Socialists, and I did not speak out. Jim Burklo, ContributorAssociate Dean of Religious Life, University of Southern Calif...",RELIGION,346,0.0001136067800873,0.0001563727937949
0.54868144,0.6866751313209534,"New UK Super Prison A Model of Reform Over Punishment By Christopher Zoukis It's a slow shift, but the criminal justice system moving its focus more toward rehabilitation and Christopher Zoukis, ContributorAuthor and Prisoners' Rights Advocate",POLITICS,627,9.823115907723934e-05,7.078252639214355e-05
0.53809035,0.6740933060646057,Retired Research Chimps Are Really Enjoying Their New Home  Dominique Mosbergen,SCIENCE,869,0.0001240342496253,7.525434300914569e-05
0.5487343,0.681624710559845,"Hekate: A Goddess for Halloween Let's take a closer look (if we dare) at the inspiration for the cackling Halloween hag, the patroness of witches: Hekate. Laurie Lovekraft, ContributorPriestess, Performer, USC Religious Studies Lecturer",RELIGION,321,0.0003137896117849,0.0001423790470143
0.54871917,0.6828965544700623,"Gingrich Is Mistaken On Shariah Deportations Newt Gingrich, who holds a Ph.D. in European History and is thus a presumptively educated man, has delivered yet another Liaquat Ali Khan, ContributorFounder, Legal Scholar Academy, Kansas",RELIGION,934,2.9906060333085968e-05,3.16846104253532e-05
0.5487228,0.6853249669075012,"How People Of Faith Can Make A Difference In The Health Care Debates These are basic choices that are not just political, but moral. Jim Wallis, ContributorChristian leader for social change; President and Founder @Soj...",RELIGION,46,3.400551333126938e-05,9.193721285627454e-05
0.5378132,0.6946659684181213,"Space Aliens Are Already Here Until astronomers detect signs of life on Earth-like plants around Sun-like stars, or until SETI searches record an old TV show broadcast by a civilization circling another star, we will have to be satisfied with these tiny, fluffy space aliens. Robert Sanders, ContributorScience writer, UC Berkeley",SCIENCE,730,0.0002224388799438,0.0003931510430026
0.54873294,0.6904643177986145,"Getting Unstuck (Second Shabbat of Passover, April 11, 2015) Passover is the holiday of getting unstuck. The Israelites lived in slavery for hundreds of years in Egypt, completed dominated by Pharoah and his regime. But the message of the biblical Exodus is that what is, now, does not have to be what is in the future. Rabbi David Jaffe, ContributorKirva Institute, Founder and Dean",RELIGION,483,-9.573423764172503e-06,-9.356819798522764e-06
0.5379828,0.6950445175170898,"Visionary Medicine: Neurosurgery Simulation and the Potential to Save Lives Successful outcomes depend on an almost fantastic synthesis of psychomotor control, excellent visual discrimination, years of training, and meticulous planning. How can surgeons reach this peak more efficiently, perhaps more quickly? Traci L. Slatton, Contributor
Author",SCIENCE,214,8.27092005846747e-05,0.0001032857446574
0.53789204,0.7053146362304688,"Squid, Octopus Color Change Ability Tied to 'Switchable' Cells & Water Flux This shows the diffusion of the neurotransmitter applied to squid skin at upper right, which induces a wave of iridescence Jacqueline Howard",SCIENCE,752,6.583363889066013e-05,9.129849035738324e-05
0.5487626,0.6960474848747253,"Netanyahu Is an Ass, But He's My Ass Although I never voted for him while living in Israel, I, along with a majority of voting Israelis, have always counted on Netanyahu to do what it takes to protect the security of Israeli citizens and by extension all Jews. Laura Goldman, ContributorCurrently freelances for ABC and the Daily Mail",POLITICS,376,-4.742105488795272e-05,-4.042820309835271e-05
0.53777707,0.6999222040176392,"If You Like To Blow S*** Up, Check Out These Chemistry GIFs Blammo! David Freeman",SCIENCE,897,5.6412980769372856e-05,7.461898007532497e-05
0.5488241,0.685329794883728,"Pope Announces Sweeping Reforms To Annulments Under the new rules, annulments can be made faster and cheaper. ",RELIGION,375,0.0002576379488615,0.0002264090072954
0.5487002,0.6840019822120667,"Ted Cruz ‘Affair’ Rumors Peddled By Marco Rubio’s Allies The senator accused Donald Trump of planting a National Enquirer sex scandal story. If that’s true, Trump wasn’t the only ",POLITICS,103,0.0002746888473577,0.0002278736243528
0.54873997,0.6825894713401794,"Sobibor Mystery Pendant Sparks Family Reunion 76 years ago this week, Karolina Cohn was torn from her Frankfurt home and deported in a cattle car for a harrowing journey Greg Schneider, ContributorExecutive Vice President, Conference on Jewish Material Claims...",RELIGION,566,6.707028190478802e-06,7.10305835327496e-06
0.54871,0.6687065362930298,"These Are The Three Richard Spencer Fans Arrested For Attempted Homicide In Gainesville They are all active white supremacists; two of them are violent felons. Jessica Schulberg, Christopher Mathias, and Luke O'Brien",POLITICS,490,4.397937945034481e-05,5.935199996320861e-05
0.5487498,0.6818196177482605,"Religion Scholar Says Spiritual Revolution Begins In Nature Diana Butler Bass' new book explores finding God in the physical world. Jennifer Preyss, Religion News Service",RELIGION,425,0.0002739363849977,0.0003059719611107
0.5487751,0.6992369294166565,"Sikh Holiday, Christian Campus It's the time of renewal in the northern hemisphere. So how does a Sikh Religion professor who teaches at a Lutheran university celebrate Vaisakhi? Well, here's how the day of April 14, 2015 shook out. Rahuldeep Singh Gill, Ph.D., ContributorEducator, Author, Speaker",RELIGION,221,0.0002007001770264,0.0002558211583594
0.5487621,0.6872731447219849,"RNC Chair: Trump Was Just Making Small Talk When He Asked FBI Head How He Voted ""This is a president who is just getting to know people, and that’s part of those conversations,” said Ronna Romney McDaniel. Marina Fang",POLITICS,561,0.0001160014583289,0.0001028407117786
0.5487574,0.6811284422874451,"Two Sex Educators On Confronting Taboo Topics In The Classroom Hundreds of miles apart, educators Emily Feher and Melanie Lucash aren't shying away from sticky subjects. Antonia Blumberg",RELIGION,675,0.0001706479188322,0.0001360794039755
0.54861236,0.6750720739364624,Donald Trump Attempts To Appeal To Bernie Sanders Supporters In Convention Speech Good luck. Elise Foley,POLITICS,766,9.959658691127658e-05,0.0001592472774414
0.5379917,0.6835324168205261,"British Astronaut Is Sorry For Dialing Wrong Number From Space Smooth move, astronaut. ",SCIENCE,985,0.0001974123318128,0.0001723011345704
0.5381556,0.680291473865509,"Early Human Explorers? Neanderthals, Homo Erectus May Have Been Mediterranean Mariners The exceedingly old age of these artifacts suggests the seafarers who made them might not even been modern humans, who originated ",SCIENCE,492,-1.0289466831222151e-05,-1.0040817535639237e-05
0.53790647,0.6891030669212341,"Fertility Clinics Let You Select Your Baby's Sex About one out of five couples who come to HRC Fertility, a network of fertility clinics in Southern California, doesn’t need ",SCIENCE,789,-3.23900503312033e-05,-2.189132386831716e-05
0.5486862,0.6779085397720337,"Murders By U.S. White Supremacists More Than Doubled In 2017, New Report Shows And right-wing extremists killed more than twice as many people as Islamic extremists. Christopher Mathias",POLITICS,893,0.0001028073370367,7.577683672121971e-05
0.5379886,0.6989743113517761,Why The Discovery Of The Milky Way's 'Dark Twin' Is Such A Big Deal Dragonfly 44 could help solve one of nature's biggest mysteries. David Freeman,SCIENCE,564,6.565984581655658e-05,9.915315955932869e-05
0.548748,0.6920878291130066,"Pope To Offer Solidarity With Cubans On Trip To U.S. Pope Francis began a 10-day trip to Cuba and the United States on Saturday, embarking on his first trip to the onetime Cold Nicole Winfield and Michael Weissenstein, AP",RELIGION,640,0.0002247746595117,0.0002129778022215
0.54864395,0.6905699968338013,Obama To Give Statement From The Oval Office He's speaking after meeting with his national security team. Paige Lavender,POLITICS,689,0.000151435922945,0.0001275300204992
0.54871833,0.6739577651023865,"Why Robert Jeffress Is Wrong About Romans 13 (And North Korea) His use of this passage to support military action is a dangerous misinterpretation of what the Bible actually says. Peter Henne, ContributorAssistant Professor at the University of Vermont",RELIGION,570,8.86902454151542e-06,1.9742918255793998e-07
0.5380251,0.6983740925788879,Giant Salamander VIDEO Shows World's Largest Amphibian Vacuuming Up A Meal So those first tetrapods—which paved the way from sea to land—may have opened wide to slurp up their prey as well. See more Travis Korte,SCIENCE,576,4.603207903908192e-05,7.408436459321877e-05
0.54871565,0.6816864013671875,Police Chief To Black Churches: 'We Can't Do This Without You Guys'  ,RELIGION,579,7.561144638652814e-05,5.8191649818573055e-05
0.54867834,0.6837726831436157,California Moves To Crack Down On Super PAC Coordination A state regulator steps up while federal action remains out of reach. Paul Blumenthal,POLITICS,701,0.000112212558019,0.0001032808860694
0.54875994,0.6867781281471252,"Muslims Of America: Chapter One Actions are according to intentions, and everyone will get what was intended. Whoever migrates with an intention for Allah Omar Alnatour, ContributorPalestinian-American Muslim. Medical Student. Humanitarian.",RELIGION,623,0.0002904383576528,0.0002191869039751
0.53794235,0.6917008757591248,"Smartphone Lovers More Likely To Forget Things, Walk Into People Stop reading this and go outside! Carolyn Gregoire",SCIENCE,412,-6.855889215969754e-05,-0.0001078954391728
0.5486773,0.6975297331809998,"White House Talks Tough On Iran, But Suggests Nuke Deal Is OK After All Trump’s staff warns Iran that its recent missile test is a problem -- but notes that the country is still in compliance with its high-profile nuclear agreement. S.V. Date",POLITICS,1,0.0001673031042082,0.0001404199171437
0.53792137,0.6948502659797668,"Why Do We Blink So Much? Blinking Provides Mental Rest, New Research Suggests The researchers found that at points where natural breaks occurred in the video, two things happened: the stop elicited a Melissa Cronin",SCIENCE,460,2.463100055750545e-05,3.0517579302280495e-05
0.538036,0.6903938055038452,"Is The Universe A Simulation? IN Mikhail Bulgakov’s novel “The Master and Margarita,” the protagonist, a writer, burns a manuscript in a moment of despair ",SCIENCE,72,-7.539068940824969e-06,-4.725447307896147e-06
0.5379945,0.6842991709709167,"Autumnal Equinox 2013: Why First Day Of Fall Arrives On September 22 The seasons will change this Sunday (Sept. 22), with the Northern Hemisphere moving into autumn and the South emerging from Space.com, Space.com",SCIENCE,652,0.0004294684269078,0.0004298708851926
0.53813225,0.6851364970207214,Here's How Long It Would Take To Fall Through The Center Of Earth  Jacqueline Howard,SCIENCE,676,0.0002688596486087,0.0002272528114617
0.5487355,0.6851399540901184,Pat Robertson Tries To Explain 'Fifty Shades Of Grey'  Ed Mazza,RELIGION,219,-2.8631117371904013e-05,-2.610169165984111e-05
0.548621,0.6828358769416809,"British Man Pleads Guilty After Grabbing Officer's Gun At Trump Rally Sandford's intent with the gun grab was not revealed in the plea deal. Curtis Skinner, Reuters",POLITICS,956,0.0001944578708135,0.0001235881666252
0.537963,0.6932868957519531,'Screaming Mummy' Mystery May Have Finally Been Solved Who was he and why was he screaming? Ed Mazza,SCIENCE,329,-4.352749467258802e-05,-6.041505367648803e-05
0.5377902,0.6900376081466675,"Bubble 'Life Cycle' Described With Help Of Climate Modeling Technique by Lizzie Wade on 9 May 2013, 2:00 PM Another day, another groundbreaking physics experiment about bubbles. Although scientists Melissa Cronin",SCIENCE,724,0.0001542252781688,0.0001319052647335
0.5486604,0.6807381510734558,"Asia In Flames? Cross-posted with TomDispatch.com At the U.N. recently, Donald Trump followed up on his bloodcurdling threat to unleash on Tom Engelhardt, ContributorEditor, TomDispatch.com",POLITICS,855,6.122886650956854e-05,4.894944500599685e-05
0.53811264,0.6805152893066406,"Fighting the New Stupidity Vaccines are a great triumph of the human intellect over ancient evils. That triumph must not be dimmed by ignorance, paranoia, and demagoguery. Keith M. Parsons, ContributorPhilosopher, historian, author; Professor of Philosophy at Uni...",SCIENCE,550,4.617543491436645e-05,4.081702175739999e-05
0.53796893,0.6772222518920898,"Bill Nye Is 'Open-Minded But Skeptical' About Elon Musk's Bold New Vision For Mars Pros: Mars is exotic, romantic. Cons: It's cold, barren and can't even breathe. David Freeman",SCIENCE,396,0.0002019400524574,0.0001888556592686
0.54859644,0.6695622801780701,Jane Goodall Wants You To Stand Up To Those Who Belittle Science The famed conservationist is supporting this month’s “March for Science” amid Donald Trump’s push to derail climate action. Chris D'Angelo,POLITICS,191,4.0725830337711336e-05,4.955482653357102e-05
0.53792185,0.6983755826950073,"'Oomph' and Origin of Life at Hydrothermal Vents Following are excerpts from my interviews on the origin of life at hydrothermal springs with Michael Russell and Elbert Branscomb, peppered with comments from Nick Lane. Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",SCIENCE,218,-3.558766482876671e-05,-2.0117011884979163e-05
0.54860073,0.6906699538230896,"It Doesn't Sound Like Senate Republicans Are Anywhere Close To A Deal On Obamacare Repeal ""Where do I start?"" one senator said when asked what the holdup was on health care negotiations. Laura Barrón-López and Jonathan Cohn",POLITICS,562,6.931576145471982e-05,7.493103660638489e-05
0.5487413,0.6797580122947693,American And Israeli Jews Are Strongly Connected But Sharply Divided The Pew Research Center takes a look at Jewish life in Israel and the United States. Carol Kuruvilla,RELIGION,995,0.0001693138153628,0.0002796592663742
0.53820443,0.6759079694747925,"A Living Mars: PHOTOS Show How Red Planet Might Look With Water ""This wasn’t intended as an exhaustive scientific scenario as I’m sure (and expect) some of my assumptions will prove incorrect Meredith Bennett-Smith",SCIENCE,630,0.0001571656938584,0.0001900924374236
0.54887795,0.6967000961303711,"Elizabeth Warren Lays Out Plan To Hold Health Insurers Accountable “Private insurance companies are failing the American people,” the senator said on Thursday. Daniel Marans",POLITICS,944,8.503999564334316e-05,7.15232774775032e-05
0.5487751,0.6756678223609924,"Former Republican Presidential Candidate Bob Dole Hospitalized He's been hospitalized since last week due to low blood pressure, his spokeswoman said. Gina Cherelus, Reuters",POLITICS,887,0.0001089980575633,0.0001524934529026
0.5380314,0.6972512602806091,"Wine Knowledge, Ability To Taste Bitter Flavor Linked In New Study Of Propylthiouracil, Or 'PROP' ""Supertasting,"" which sensitivity to PROP may indicate, is a condition that gives people far greater ability to taste than ",SCIENCE,697,5.398608584611695e-05,6.402702317509501e-05
0.54895324,0.6916056275367737,"Dakota Access Pipeline Protesters Hunker Down For Winter At Standing Rock Protesters have been ordered to evacuate by Monday, but many are resolved to stay and protect the sacred land. Ernest Scheyder and Terray Sylvester, Reuters",POLITICS,940,8.299452905153561e-05,6.585522146052014e-05
0.53797525,0.6928873658180237,"Researchers Find Second U.S. Patient Infected With 'Superbug' Gene The mcr-1 gene makes bacteria highly resistant to the last-resort antibiotic called colistin, which is used to treat multi-drug-resistant infections. ",SCIENCE,966,1.1742823842536996e-05,1.693311223127658e-05
0.54883045,0.6648667454719543,"‘Fifty Shades Of Grey' Gets Black Marks From Bishops, Pastors  ",RELIGION,625,5.741769674533555e-05,5.141540268382983e-05
