index,text,label,beta_shapley,loo
17,"Trump's Big Deal Even though Donald Trump often appears to be out of control, he's executing a disciplined political strategy to tighten his grip on the Republican base. Bob Burnett, ContributorBerkeley activist and writer; Quaker; retired technologist.",POLITICS,0.001257215596235361,-0.010201305110862757
14,"Why Is It So Hard To Believe Race Relations Would Improve Under Bernie Sanders? Or under Hillary Clinton, for that matter? Nick Wing",POLITICS,0.0012335346810996043,-0.012306537204661183
77,Senate Sets Final Showdown On Mnuchin For Monday Democrats don't have the ability to block President Trump's nominees on their own. ,POLITICS,0.0012328944862248857,-0.001799953888536432
2,"The Quiet Global Transformation of Global Development Decades ago, private capital flowing into developing countries was a small fraction of aid dollars. Since then, that private capital investment has grown roughly 100-fold and the ratio of aid to investment has flipped. Today, every $1 in aid to developing nations is dwarfed by nearly $7 in private investment. Elizabeth L. Littlefield, ContributorPresident and CEO of the Overseas Private Investment Corporati...",POLITICS,0.0011631140940927057,0.016441375377819367
220,"Rough Start For U.S. Republicans On First Day Of Trump-Era Congress Republicans will control both the White House and Congress for the first time since 2007. Richard Cowan and Susan Cornwell, Reuters",POLITICS,0.001132694417600075,-2.315633444244236e-05
40,"It May Be Speaker John Boehner and the GOP That Do Not Love America Rudy, oh dear Mr. Former Mayor, it seems that that you got it all wrong when you accused the president of not loving America. It's so hard to watch you spout such stuff because you were such a respected man. Michelle Kraus, ContributorVeteran of the political blogging community",POLITICS,0.0011263087597978023,0.0097133641647833
88,"Schools, Black Children, And Corporal Punishment Black school kids in America are beaten and suspended disproportionately. Dick Startz | University of California, Santa Barbara, Brookings Institution",POLITICS,0.0011173562661037013,-0.00596747936359443
195,"Don Young Suggests The Holocaust Happened Because Jewish People Weren't Armed “It’s offensive for anyone to manipulate the history of the Holocaust to score political points,"" the Anti-Defamation League said. Sara Boboltz",POLITICS,0.0011029393562655672,-0.005636047374414754
78,Obamacare's Popularity Just Hit A Record High Maybe it's not the best political climate for repealing the law. Ariel Edwards-Levy,POLITICS,0.0011013962911864074,0.008114527913763048
197,Sarah Huckabee Sanders Said It: FBI-Probe Targets Who Slam Agents Are Losers She was tweeting about Hillary Clinton. SNAP. Mary Papenfuss,POLITICS,0.0010988079757628514,-0.002152046151204068
116,Congressman Trolls Obama Administration Over Yemen Waffling Rep. Ted Lieu (D-Calif.) thinks it's silly to simultaneously call for an end to Saudi-led bombing and enable it to continue. Akbar Shahid Ahmed,POLITICS,0.0010884720897337229,-0.01442820015520746
43,"Obama Administration Gives Police Departments Millions For Body Cams Los Angeles, Washington, Chicago and Detroit are some of the biggest departments that will receive funding for cameras. Ryan J. Reilly",POLITICS,0.001078598750889398,0.0035628626512191897
114,"Amid DACA Uncertainty, States Open Professions To ‘Dreamers’ Indiana now lets DACA recipients apply for professional licenses. “Dreamers” have thrived for two years in Nebraska with Stateline, Editorial Partner",POLITICS,0.0010487982624275514,-0.007112245546612828
109,"GOP Senator: If We Lose In November, We Should Confirm Merrick Garland Jeff Flake thinks President Obama's Supreme Court nominee is better than whoever Hillary Clinton would pick. Jennifer Bendery",POLITICS,0.00101615811474846,-0.013321746609751606
66,"People Raise Over $55K For Woman Fired For Giving Trump The Finger Supporters have raised nearly $60,000 for the woman who lost her job after giving Trump the middle finger last month. The Aris Folley, Aol.com",POLITICS,0.0010070303648163335,-0.003012019189040205
121,"Mitch McConnell Still Doesn't Want To Talk About Trump's Signature Issue -- Immigration He had some vague platitudes about looking ""forward and not backward,"" though. Michael McAuliff and Elise Foley",POLITICS,0.0009740084530966851,-0.004307621931700312
188,"Hillary Clinton Says Assault At Spring Valley High Can’t Be Justified ""If they’re acting out, there’s a lot of alternatives to picking them up and throwing them on the ground."" Julia Craven",POLITICS,0.0009676743790894152,0.001986838846612826
173,Battle Over Scalia’s Replacement Already Spilling Into Senate Races Conservative and liberal advocacy groups are gearing up for a ferocious political brawl over President Obama’s pick to fill ,POLITICS,0.0008642898106763496,0.01659078276117798
137,"Barack Obama Appears To Zing Donald Trump With Twitter Followers Boast ""I actually have more than other people who use it more often."" Lee Moran",POLITICS,0.0008521900428072579,-0.0033220550888576894
154,"Fellow Millennial Voters: No One Owes Us A Damn Thing Oh hey, snowflake. I’m sorry, was that too combative? I don’t mean to come off combative, I just wanted to get your attention Kevin Powers, ContributorWriter of things",POLITICS,0.0008258935404954224,-0.01626073601206446
85,"Former Commish Michael Copps: 'Maybe The Worst FCC I've Ever Seen' In just a few short months, the Trump wrecking ball has pounded away at rules and regulations in virtually every government Michael Winship, ContributorFormer senior writer, BillMoyers.com. President, Writers Guild...",POLITICS,0.0007874409800096255,-0.011777415956979176
193,Rudy Giuliani Now Just A Manic Conspiracy Theorist For Trump From America’s Mayor to America's Maybe-Should-Just-Not Jason Linkins,POLITICS,0.0007464090970138636,-0.011712877560822843
22,"Muslim Flight Attendant Says She's Suspended For Not Serving Alcohol ""No one should have to choose between their career and religion."" Ron Dicker",RELIGION,0.0007420737243581186,-0.0026058114552868217
136,"Here Are Some Things You Should Probably Know About Anthony Scaramucci The new White House communications director is now a vocal defender of the president, but he once called Trump ""another hack politician."" Matt Ferner",POLITICS,0.0007327536017485545,-0.0016745822382986386
100,Catch The Year's Very First Meteor Shower This Weekend  Macrina Cooper-White,SCIENCE,0.0007269927974928968,0.000672659713865098
167,"Supreme Court To Hear Key Dispute Over Transgender Rights In America The case centers around 17-year-old Gavin Grimm, who's been barred from using the boys' restroom at his school. Cristian Farias",POLITICS,0.0007252136079020249,-0.002217326880051329
213,"U.S. Forest Service Says It's Spending More Than Half Its Budget On Wildfires ""The time has come for Congress to change the way it funds the Forest Service."" Ian Simpson, Reuters",POLITICS,0.00072373250869202,-0.012984710273451439
176,"The Continuing Muddle At A Pro-Trump Political Committee America Comes First can’t seem to decide if it’s a PAC or a super PAC, but in either case its federal filings remain problematic ProPublica, ContributorJournalism in the Public Interest",POLITICS,0.0006891295307985705,0.016351547906888697
155,"Minnesota Democrat Turns Frustration Over Shutdowns Into A Run For Congress Leah Phifer was furloughed in 2013, and now she wants to help stop the dysfunction. Amanda Terkel",POLITICS,0.0006732893577042731,-0.0011056501122735929
7,Trump's Islamophobic Tweets Pissed Off Clinton Voters More Than Firing Up His Base Fewer than half of Trump voters who saw the posts said they strongly approved. Dana Liebelson and Ariel Edwards-Levy,POLITICS,0.0006705723264290831,-0.0035530332918243257
142,"Bernie Sanders Dings Donald Trump With 'Honest President' Tribute To George H.W. Bush The Vermont senator also updated ""The Late Show"" host Stephen Colbert on his 2020 plans. Lee Moran",POLITICS,0.0006305220630563375,-0.0012095454507647374
234,"A ""Peace Community"" Tries Nonviolent Resistance in Colombia We are now more than two years into the Colombian peace talks. Meeting in Havana, negotiators for the Colombian government and its principal antagonist, the Revolutionary Armed Forces of Colombia (FARC), have been trying to agree upon an intricate deal to end the country's long-running armed conflict. Nikki Drake, ContributorInternational Accompanier, FOR Peace Presence Colombia",POLITICS,0.0006162032889925769,-0.0012206364741420006
181,"Anti-Muslim Group, Right-Wing 'News' Operation Team Up To Push Fake News Alicia Powe wrote in a recent article at the right-wing fringe “news” operation WorldNetDaily: Many Muslim immigrants express Terry Krepel, ContributorFounder of ConWebWatch; former senior editor at Media Matters",POLITICS,0.0005955545323060062,-0.004337627087471541
160,"Guns At The GOP Convention, And Other Not Totally Crazy 2016 Scenarios No scenario is too wild for 2016. Lauren Weber and Howard Fineman",POLITICS,0.0005950515156352377,0.0012896270487343653
180,"Do We Have To Abolish The Victim Narrative To Abolish Immigration Detention? Victimizing these families isn't helping. Christina Fialho, ContributorCo-Founder/Executive Director, Freedom for Immigrants (formerl...",POLITICS,0.0005401149584456791,0.003488520134531048
82,'Candidate Confessional': Stories Of Those Who Ran For Office... And Lost The losers usually have the best tales to tell. Sam Stein and Jason Cherkis,POLITICS,0.00042243346275432146,-0.015841059908869692
130,"When School Starts And Your Sub Teacher Is Barack Obama The former president drops by to tell D.C. students, ""I do believe that most of the problems we have are going to be solved by you.” Doha Madani",POLITICS,0.0004153858360924704,0.0013263592669978674
42,REPORT: Police Have Shot Dead 385 People This Year  ,POLITICS,0.0003958990292232452,0.00740347701512406
49,"Donald Trump Taunts Kim Jong Un: My Nuclear Button Is 'Bigger' And, the U.S. president tweets, ""my Button works!"" Mollie Reilly and Eline Gordts",POLITICS,0.0003915696880130052,0.016136820895558235
169,"Jeff Flake Knocks Republicans For Not Standing Up To Birthers The senator has been criticizing his party and the president, while still mostly voting with them. Elise Foley",POLITICS,0.000366812113087934,0.013837694976980619
48,"Report: Sheldon Adelson Backs Trump Trip To Israel After $100 Million Pledge Conservative and big-money allies of Donald Trump are laying the groundwork for him to visit Israel this summer, an idea ",POLITICS,0.00035289417843544115,0.016136820895558235
199,"News Roundup August 16, 2017 This is the world we live in. Let’s try to make it better. 1. The GOP is distancing itself from Trump. All it took was for Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",POLITICS,0.0003508788882918382,-0.0016796699525004621
196,"HUFFPOST HILL - Trump Tries To Reboot Campaign Again, Still Won't Use Safe Mode Donald Trump tried once again to restart his campaign, a pivot that will last until tomorrow when he gets into a fight with Eliot Nelson and Jeffrey Young",POLITICS,0.0003334359760228537,0.004422157859967468
221,Pentagon Distancing Itself From Donald Trump On Qatar The president this week inflamed already-mounting tensions in the Gulf. Alana Horowitz Satlin,POLITICS,0.0003318398873209656,-0.004188833426620464
101,"U.S. House Passes Bill Requiring Warrants To Search Old Emails The legislation was expected to encounter resistance in the Senate, where it failed to advance last year amid opposition by a handful of Republican lawmakers after the House passed it unanimously. Dustin Volz, Reuters",POLITICS,0.0003284275988375687,-0.004556566188387012
53,"Bolton Says Trump Moves Could Signal A Tougher China Line The Taiwan call laid ""the foundation for a different relationship."" ",POLITICS,0.00032252556660943655,0.004922688037737655
102,'I Was Sentenced To Life In Prison -- And Then I Got A Second Chance'  Saki Knafo,POLITICS,0.000315974531929355,-0.024186532779352482
6,"Trump And Afghanistan: Old Problems And New Dangers Keeping track of important policy developments with Donald J. Trump as president is difficult and yet vital. There is so David Coates, ContributorWorrell Professor of Anglo-American Studies, Wake Forest Unive...",POLITICS,0.0002744399294744778,0.0024357934948642246
56,Paul Ryan: Congress May Not Meet Government Funding Deadline Don't pack your bags for holiday break just yet. Laura Barrón-López,POLITICS,0.0002429809255524665,0.0016639486406058723
194,"Willing To Oppose Trump, Some Senate Republicans Gain Leverage A small number of influential Republicans in the Senate are threatening to block appointments to Trump’s administration, derail his thaw with Russia and prevent the planned wall on the border with Mexico. Ginger Gibson and Richard Cowan, Reuters",POLITICS,0.00017606443945922763,-0.0069097339502287025
106,Donald Trump Says Philadelphia's Murder Rate Has Increased. He's Lying. But you know what did surge after Trump's election? Hate crimes. Sebastian Murdock,POLITICS,0.0001461954382771144,-0.008925727718095355
151,"Trump Will Accept Results Of Election 'If It's Fair,' His Son Says The GOP nominee has continued to allege the election is ""rigged"" against him. ",POLITICS,0.00014338292038871254,0.0007598732718707146
69,HUFFPOST HILL - More Like District Jerk Periods Like what you read below? Sign up for HUFFPOST HILL and get a cheeky dose of political news every evening! Astronomers have Eliot Nelson and Arthur Delaney,POLITICS,8.583174618145984e-05,-0.011767390703937397
72,"Friday's Morning Email: Donald Trump Cancels His Trip To London, Blames Obama The White House may have been fearing protests. Ariel Edwards-Levy",POLITICS,8.521337781526144e-05,-0.00285723441903335
164,"Trump Admin Wants Prosecutors To Seek Harshest Possible Penalty In Immigration Cases, DOJ Says Immigration cases already occupy about half of the federal criminal docket. Roque Planas",POLITICS,7.09715256682993e-05,-0.004835573751096611
108,"Biden Tops Clinton List For U.S. Secretary Of State: Reports “He’d be great."" ",POLITICS,2.6291042762245635e-05,-0.0189194865481003
183,"What Care For The Criminally Insane Can Teach Us About Mental Health Treatment Those judged to be criminally insane often receive better mental health treatment than practically anybody else — including people who have never committed a crime. Stateline, Editorial Partner",POLITICS,2.4364527816605248e-05,0.005819554505009705
152,Former Clinton Official James Lee Witt Loses House Race  Mollie Reilly,POLITICS,-4.101149705471031e-05,-0.0004394860941347445
